"ProteinID","C1_1","C1_2","C2_1","C2_2","C3_1","C3_2","C4_1","C4_2","Log2(Int) C1_1","Log2(Int) C1_2","Log2(Int) C2_1","Log2(Int) C2_2","Log2(Int) C3_1","Log2(Int) C3_2","Log2(Int) C4_1","Log2(Int) C4_2","Mean intensity C1","Mean intensity C2","Mean intensity C3","Mean intensity C4","Condition_1_SD","Condition_2_SD","Condition_3_SD","Condition_4_SD","Condition_1_CV","Condition_2_CV","Condition_3_CV","Condition_4_CV","qValue C2","qValue C3","qValue C4","Log2 intensity C1","Log2 intensity C2","Log2 intensity C3","Log2 intensity C4","Z-Score C1","Z-Score C2","Z-Score C3","Z-Score C4","Ratio C2/C1","Ratio C3/C1","Ratio C4/C1","Fold change C2/C1","Fold change C3/C1","Fold change C4/C1","Log2(ratio) C2/C1","Log2(ratio) C3/C1","Log2(ratio) C4/C1"
"E9Q6H8",68000,65000,54000,68000,68000,67000,69000,69000,16.05,15.99,15.72,16.05,16.05,16.03,16.07,16.07,66500,61000,67500,69000,2120,9900,707,0,3.19,16.23,1.048,0,0.65178,0.94104,0.32224,16.021,15.897,16.043,16.074,0.16,-1.44,0.436,0.844,0.917,1.015,1.038,-1.091,1.015,1.038,-0.125,0.021,0.054
"Q3UIL6-2",33000,33000,24000,36000,31000,31000,34000,31000,15.01,15.01,14.55,15.14,14.92,14.92,15.05,14.92,33000,30000,31000,32500,0,8490,0,2120,0,28.28,0,6.527,0.73325,0.78551,0.43594,15.01,14.873,14.92,14.988,0.99,-1.19,-0.44,0.641,0.909,0.939,0.985,-1.1,-1.065,-1.015,-0.138,-0.091,-0.022
"Q91WB4",40000,39000,43000,43000,33000,34000,39000,36000,15.29,15.25,15.39,15.39,15.01,15.05,15.25,15.14,39500,43000,33500,37500,707,0,707,2120,1.79,0,2.111,5.657,0.44075,0.02043,0.09791,15.27,15.392,15.032,15.195,0.316,1.129,-1.262,-0.182,1.089,0.848,0.949,1.089,-1.179,-1.054,0.123,-0.238,-0.076
"Q7TSI1",21000,21000,19000,18000,18000,19000,19000,20000,14.36,14.36,14.21,14.14,14.14,14.21,14.21,14.29,21000,18500,18500,19500,0,707,707,707,0,3.822,3.822,3.626,0.28889,0.04731,0.04778,14.358,14.175,14.175,14.251,1.366,-0.748,-0.748,0.13,0.881,0.881,0.929,-1.135,-1.135,-1.076,-0.183,-0.183,-0.106
"Q80TQ5",30000,30000,29000,30000,32000,31000,32000,35000,14.87,14.87,14.82,14.87,14.97,14.92,14.97,15.1,30000,29500,31500,33500,0,707,707,2120,0,2.397,2.245,6.332,0.88125,0.39602,0.01957,14.873,14.848,14.943,15.032,-0.623,-0.918,0.231,1.31,0.983,1.05,1.117,-1.017,1.05,1.117,-0.025,0.07,0.16
"Q9JIY0",28000,28000,20000,29000,27000,28000,32000,31000,14.77,14.77,14.29,14.82,14.72,14.77,14.97,14.92,28000,24500,27500,31500,0,6360,707,707,0,25.98,2.571,2.245,0.64327,0.96998,0.19901,14.773,14.58,14.747,14.943,0.082,-1.216,-0.093,1.227,0.875,0.982,1.125,-1.143,-1.018,1.125,-0.193,-0.026,0.17
"Q8K124",73000,69000,61000,71000,66000,67000,57000,58000,16.16,16.07,15.9,16.12,16.01,16.03,15.8,15.82,71000,66000,66500,57500,2830,7070,707,707,3.984,10.71,1.063,1.23,0.63912,0.45378,0.00867,16.116,16.01,16.021,15.811,0.985,0.162,0.247,-1.394,0.93,0.937,0.81,-1.075,-1.067,-1.235,-0.105,-0.094,-0.304
"Q9D3P8",160000,160000,160000,160000,150000,160000,140000,130000,17.29,17.29,17.29,17.29,17.19,17.29,17.1,16.99,160000,160000,155000,135000,0,0,7070,7070,0,0,4.562,5.238,1,0.56767,0.004,17.288,17.288,17.242,17.043,0.622,0.622,0.23,-1.474,1,0.969,0.844,1,-1.032,-1.185,0,-0.045,-0.245
"Q9DBG5",97000,97000,110000,94000,89000,92000,80000,80000,16.57,16.57,16.75,16.52,16.44,16.49,16.29,16.29,97000,102000,90500,80000,0,11300,2120,0,0,11.09,2.344,0,0.7301,0.41445,0.01114,16.566,16.638,16.466,16.288,0.503,0.98,-0.156,-1.327,1.052,0.933,0.825,1.052,-1.072,-1.212,0.073,-0.1,-0.278
"Q64702",34000,35000,27000,34000,34000,34000,37000,35000,15.05,15.1,14.72,15.05,15.05,15.05,15.18,15.1,34500,30500,34000,36000,707,4950,0,1410,2.05,16.23,0,3.928,0.59926,0.94681,0.30529,15.074,14.897,15.053,15.136,0.337,-1.409,0.131,0.941,0.884,0.986,1.043,-1.131,-1.014,1.043,-0.178,-0.02,0.061
"Q922V4",120000,110000,77000,120000,110000,110000,130000,130000,16.87,16.75,16.23,16.87,16.75,16.75,16.99,16.99,115000,98500,110000,130000,7070,30400,0,0,6.149,30.87,0,0,0.6471,0.88149,0.22601,16.811,16.588,16.747,16.988,0.167,-1.182,-0.22,1.235,0.857,0.957,1.13,-1.167,-1.045,1.13,-0.223,-0.063,0.176
"Q3V0K9",130000,130000,150000,110000,140000,130000,110000,110000,16.99,16.99,17.19,16.75,17.1,16.99,16.75,16.75,130000,130000,135000,110000,0,28300,7070,0,0,21.76,5.238,0,1,0.84709,0.09498,16.988,16.988,17.043,16.747,0.353,0.353,0.765,-1.471,1,1.038,0.846,1,1.038,-1.182,0,0.054,-0.241
"Q99K51",170000,180000,180000,160000,180000,190000,170000,170000,17.38,17.46,17.46,17.29,17.46,17.54,17.38,17.38,175000,170000,185000,170000,7070,14100,7070,0,4.041,8.319,3.822,0,0.82423,0.46854,0.29118,17.417,17.375,17.497,17.375,0.015,-0.712,1.409,-0.712,0.971,1.057,0.971,-1.03,1.057,-1.03,-0.042,0.08,-0.042
"Q9JIZ9",15000,14000,14000,17000,15000,16000,18000,19000,13.87,13.77,13.77,14.05,13.87,13.97,14.14,14.21,14500,15500,15500,18500,707,2120,707,707,4.877,13.69,4.562,3.822,0.73581,0.56454,0.01394,13.824,13.92,13.92,14.175,-0.903,-0.264,-0.264,1.43,1.069,1.069,1.276,1.069,1.069,1.276,0.096,0.096,0.352
"B2RXS4",44000,47000,46000,44000,46000,44000,54000,49000,15.43,15.52,15.49,15.43,15.49,15.43,15.72,15.58,45500,45000,45000,51500,2120,1410,1410,3540,4.662,3.143,3.143,6.865,0.98364,0.91826,0.02731,15.474,15.458,15.458,15.652,-0.387,-0.554,-0.554,1.495,0.989,0.989,1.132,-1.011,-1.011,1.132,-0.016,-0.016,0.179
"Q9CPV5",14000,15000,16000,14000,14000,13000,18000,17000,13.77,13.87,13.97,13.77,13.77,13.67,14.14,14.05,14500,15000,13500,17500,707,1410,707,707,4.877,9.428,5.238,4.041,0.84827,0.44367,0.01629,13.824,13.873,13.721,14.095,-0.344,-0.034,-0.996,1.374,1.034,0.931,1.207,1.034,-1.074,1.207,0.048,-0.103,0.271
"Q60953",130000,130000,150000,130000,130000,130000,120000,120000,16.99,16.99,17.19,16.99,16.99,16.99,16.87,16.87,130000,140000,130000,120000,0,14100,0,0,0,10.1,0,0,0.63379,1,0.09216,16.988,17.095,16.988,16.873,0.024,1.201,0.024,-1.248,1.077,1,0.923,1.077,1,-1.083,0.107,0,-0.116
"O35621",87000,89000,83000,86000,95000,96000,120000,120000,16.41,16.44,16.34,16.39,16.54,16.55,16.87,16.87,88000,84500,95500,120000,1410,2120,707,0,1.607,2.51,0.7404,0,0.56925,0.04751,9e-05,16.425,16.367,16.543,16.873,-0.561,-0.82,-0.039,1.419,0.96,1.085,1.364,-1.042,1.085,1.364,-0.059,0.118,0.448
"Q9Z2M7",170000,170000,180000,170000,170000,170000,160000,160000,17.38,17.38,17.46,17.38,17.38,17.38,17.29,17.29,170000,175000,170000,160000,0,7070,0,0,0,4.041,0,0,0.6667,1,0.036,17.375,17.417,17.375,17.288,0.21,0.979,0.21,-1.398,1.029,1,0.941,1.029,1,-1.063,0.041,0,-0.088
"Q9DC61",130000,130000,130000,120000,130000,130000,130000,140000,16.99,16.99,16.99,16.87,16.99,16.99,16.99,17.1,130000,125000,130000,135000,0,7070,0,7070,0,5.657,0,5.238,0.6918,1,0.20214,16.988,16.932,16.988,17.043,0.012,-1.236,0.012,1.213,0.962,1,1.038,-1.04,1,1.038,-0.056,0,0.054
"Q9CXT8",120000,120000,130000,110000,120000,120000,150000,140000,16.87,16.87,16.99,16.75,16.87,16.87,17.19,17.1,120000,120000,120000,145000,0,14100,0,7070,0,11.79,0,4.877,1,1,0.01714,16.873,16.873,16.873,17.146,-0.5,-0.5,-0.5,1.5,1,1,1.208,1,1,1.208,0,0,0.273
"Q8K119",43000,44000,37000,44000,45000,44000,56000,57000,15.39,15.43,15.18,15.43,15.46,15.43,15.77,15.8,43500,40500,44500,56500,707,4950,707,707,1.626,12.22,1.589,1.252,0.63955,0.83125,0.00525,15.409,15.306,15.442,15.786,-0.368,-0.862,-0.211,1.441,0.931,1.023,1.299,-1.074,1.023,1.299,-0.103,0.033,0.377
"P54279",46000,47000,41000,44000,43000,43000,49000,47000,15.49,15.52,15.32,15.43,15.39,15.39,15.58,15.52,46500,42500,43000,48000,707,2120,0,1410,1.521,4.991,0,2.946,0.41181,0.13843,0.19566,15.505,15.375,15.392,15.551,0.575,-0.941,-0.744,1.11,0.914,0.925,1.032,-1.094,-1.081,1.032,-0.13,-0.112,0.045
"B9EJ22",46000,46000,41000,43000,43000,43000,48000,47000,15.49,15.49,15.32,15.39,15.39,15.39,15.55,15.52,46000,42000,43000,47500,0,1410,0,707,0,3.367,0,1.489,0.28345,0.09876,0.1308,15.489,15.358,15.392,15.536,0.551,-1.036,-0.625,1.11,0.913,0.935,1.033,-1.095,-1.07,1.033,-0.131,-0.097,0.047
"A2AJT4",85000,83000,95000,84000,94000,95000,97000,1e+05,16.38,16.34,16.54,16.36,16.52,16.54,16.57,16.61,84000,89500,94500,98500,1410,7780,707,2120,1.684,8.691,0.7483,2.154,0.63912,0.11823,0.01116,16.358,16.45,16.528,16.588,-1.234,-0.314,0.474,1.075,1.065,1.125,1.173,1.065,1.125,1.173,0.091,0.17,0.23
"Q69ZP3-2",24000,23000,27000,25000,26000,25000,32000,31000,14.55,14.49,14.72,14.61,14.67,14.61,14.97,14.92,23500,26000,25500,31500,707,1410,707,707,3.009,5.439,2.773,2.245,0.42486,0.16679,0.00062,14.52,14.666,14.638,14.943,-0.959,-0.144,-0.3,1.403,1.106,1.085,1.34,1.106,1.085,1.34,0.145,0.118,0.422
"Q69ZP3",17000,17000,20000,18000,19000,19000,23000,22000,14.05,14.05,14.29,14.14,14.21,14.21,14.49,14.43,17000,19000,19000,22500,0,1410,0,707,0,7.443,0,3.143,0.4255,0.10638,0.00104,14.053,14.214,14.214,14.458,-1.087,-0.125,-0.125,1.337,1.118,1.118,1.324,1.118,1.118,1.324,0.161,0.161,0.405
"Q9JLV6",190000,2e+05,190000,180000,180000,180000,170000,170000,17.54,17.61,17.54,17.46,17.46,17.46,17.38,17.38,195000,185000,180000,170000,7070,7070,0,0,3.626,3.822,0,0,0.57765,0.10936,0.00428,17.573,17.497,17.458,17.375,1.181,0.26,-0.22,-1.22,0.949,0.923,0.872,-1.054,-1.083,-1.147,-0.076,-0.116,-0.198
"O35691",170000,170000,170000,160000,170000,170000,180000,170000,17.38,17.38,17.38,17.29,17.38,17.38,17.46,17.38,170000,165000,170000,175000,0,7070,0,7070,0,4.285,0,4.041,0.70624,1,0.21306,17.375,17.332,17.375,17.417,0.009,-1.234,0.009,1.216,0.971,1,1.029,-1.03,1,1.029,-0.042,0,0.041
"P23492",130000,140000,150000,130000,140000,140000,140000,150000,16.99,17.1,17.19,16.99,17.1,17.1,17.1,17.19,135000,140000,140000,145000,7070,14100,0,7070,5.238,10.1,0,4.877,0.83901,0.70267,0.1508,17.043,17.095,17.095,17.146,-1.236,0.011,0.011,1.214,1.037,1.037,1.074,1.037,1.037,1.074,0.052,0.052,0.103
"Q8BJ56",22000,20000,20000,22000,20000,25000,32000,30000,14.43,14.29,14.29,14.43,14.29,14.61,14.97,14.87,21000,21000,22500,31000,1410,1410,3540,1410,6.734,6.734,15.71,4.562,1,0.65251,0.00512,14.358,14.358,14.458,14.92,-0.616,-0.616,-0.245,1.477,1,1.071,1.476,1,1.071,1.476,0,0.099,0.562
"Q3TRM4",18000,17000,18000,18000,19000,18000,25000,23000,14.14,14.05,14.14,14.14,14.21,14.14,14.61,14.49,17500,18000,18500,24000,707,0,707,1410,4.041,0,3.822,5.893,0.79528,0.38227,0.00067,14.095,14.136,14.175,14.551,-0.685,-0.492,-0.304,1.482,1.029,1.057,1.371,1.029,1.057,1.371,0.041,0.08,0.455
"A2AJ88",41000,38000,40000,38000,39000,41000,43000,43000,15.32,15.21,15.29,15.21,15.25,15.32,15.39,15.39,39500,39000,40000,43000,2120,1410,1410,0,5.37,3.626,3.536,0,0.93937,0.85316,0.04267,15.27,15.251,15.288,15.392,-0.485,-0.776,-0.197,1.457,0.987,1.013,1.089,-1.013,1.013,1.089,-0.019,0.019,0.123
"Q8K1N1",42000,42000,42000,40000,41000,40000,43000,41000,15.36,15.36,15.36,15.29,15.32,15.29,15.39,15.32,42000,41000,40500,42000,0,1410,707,1410,0,3.449,1.746,3.367,0.73612,0.419,0.46318,15.358,15.323,15.306,15.358,0.832,-0.495,-1.17,0.832,0.976,0.964,1,-1.025,-1.037,1,-0.035,-0.053,0
"Q91XF0",65000,64000,62000,62000,66000,70000,70000,73000,15.99,15.97,15.92,15.92,16.01,16.1,16.1,16.16,64500,62000,68000,71500,707,0,2830,2120,1.096,0,4.159,2.967,0.63912,0.25371,0.01138,15.977,15.92,16.053,16.126,-0.468,-1.104,0.382,1.19,0.961,1.054,1.109,-1.041,1.054,1.109,-0.057,0.076,0.149
"Q8K1R3",130000,130000,110000,130000,140000,140000,160000,160000,16.99,16.99,16.75,16.99,17.1,17.1,17.29,17.29,130000,120000,140000,160000,0,14100,0,0,0,11.79,0,0,0.6304,0.40067,0.00973,16.988,16.873,17.095,17.288,-0.412,-1.067,0.194,1.286,0.923,1.077,1.231,-1.083,1.077,1.231,-0.116,0.107,0.3
"Q3TWH3",65000,60000,62000,58000,53000,53000,52000,46000,15.99,15.87,15.92,15.82,15.69,15.69,15.67,15.49,62500,60000,53000,49000,3540,2830,0,4240,5.657,4.714,0,8.658,0.77357,0.08442,0.00491,15.932,15.873,15.694,15.58,1.002,0.638,-0.47,-1.17,0.96,0.848,0.784,-1.042,-1.179,-1.276,-0.059,-0.238,-0.351
"Q8JZX3",64000,67000,57000,57000,61000,58000,65000,59000,15.97,16.03,15.8,15.8,15.9,15.82,15.99,15.85,65500,57000,59500,62000,2120,0,2120,4240,3.239,0,3.565,6.843,0.32674,0.15535,0.13119,15.999,15.799,15.861,15.92,1.223,-1.122,-0.398,0.297,0.87,0.908,0.947,-1.149,-1.101,-1.056,-0.201,-0.139,-0.079
"Q8BHD1",64000,61000,61000,65000,56000,51000,44000,41000,15.97,15.9,15.9,15.99,15.77,15.64,15.43,15.32,62500,63000,53500,42500,2120,2830,3540,2120,3.394,4.49,6.608,4.991,1,0.0712,0.00063,15.932,15.943,15.707,15.375,0.723,0.766,-0.12,-1.369,1.008,0.856,0.68,1.008,-1.168,-1.471,0.011,-0.224,-0.556
"Q9DBS8",65000,65000,53000,67000,60000,58000,47000,47000,15.99,15.99,15.69,16.03,15.87,15.82,15.52,15.52,65000,60000,59000,47000,0,9900,1410,0,0,16.5,2.397,0,0.67447,0.42717,0.00643,15.988,15.873,15.848,15.52,0.9,0.325,0.204,-1.429,0.923,0.908,0.723,-1.083,-1.101,-1.383,-0.116,-0.139,-0.468
"Q91ZW2",30000,32000,31000,30000,37000,37000,41000,43000,14.87,14.97,14.92,14.87,15.18,15.18,15.32,15.39,31000,30500,37000,42000,1410,707,0,1410,4.562,2.318,0,3.367,0.87099,0.01524,0.00036,14.92,14.897,15.175,15.358,-0.761,-0.867,0.399,1.229,0.984,1.194,1.355,-1.016,1.194,1.355,-0.023,0.256,0.438
"Q8VHI3",16000,18000,18000,17000,19000,20000,19000,21000,13.97,14.14,14.14,14.05,14.21,14.29,14.21,14.36,17000,17500,19500,20000,1410,707,707,1410,8.319,4.041,3.626,7.071,0.85668,0.14412,0.0236,14.053,14.095,14.251,14.288,-1.031,-0.667,0.69,1.008,1.029,1.147,1.176,1.029,1.147,1.176,0.041,0.198,0.234
"Q8BYB9",75000,74000,77000,73000,85000,82000,96000,96000,16.19,16.18,16.23,16.16,16.38,16.32,16.55,16.55,74500,75000,83500,96000,707,2830,2120,0,0.9491,3.771,2.541,0,0.98314,0.03291,0.00035,16.185,16.195,16.349,16.551,-0.788,-0.732,0.172,1.347,1.007,1.121,1.289,1.007,1.121,1.289,0.01,0.165,0.366
"Q8BZH4",140000,130000,99000,140000,140000,130000,150000,150000,17.1,16.99,16.6,17.1,17.1,16.99,17.19,17.19,135000,119500,135000,150000,7070,29000,7070,0,5.238,24.26,5.238,0,0.66271,1,0.21297,17.043,16.867,17.043,17.195,0.045,-1.268,0.045,1.178,0.885,1,1.111,-1.13,1,1.111,-0.176,0,0.152
"P33609",73000,69000,67000,72000,70000,68000,90000,92000,16.16,16.07,16.03,16.14,16.1,16.05,16.46,16.49,71000,69500,69000,91000,2830,3540,1410,1410,3.984,5.087,2.05,1.554,0.83325,0.62016,0.00104,16.116,16.085,16.074,16.474,-0.373,-0.533,-0.588,1.494,0.979,0.972,1.282,-1.021,-1.029,1.282,-0.031,-0.041,0.358
"P33611",47000,46000,48000,46000,49000,47000,63000,65000,15.52,15.49,15.55,15.49,15.58,15.52,15.94,15.99,46500,47000,48000,64000,707,1410,1410,1410,1.521,3.009,2.946,2.21,0.92128,0.48238,0.00019,15.505,15.52,15.551,15.966,-0.59,-0.521,-0.383,1.494,1.011,1.032,1.376,1.011,1.032,1.376,0.016,0.045,0.46
"Q8K409",130000,120000,1e+05,130000,120000,120000,130000,140000,16.99,16.87,16.61,16.99,16.87,16.87,16.99,17.1,125000,115000,120000,135000,7070,21200,0,7070,5.657,18.45,0,5.238,0.70149,0.80318,0.22944,16.932,16.811,16.873,17.043,0.173,-1.048,-0.425,1.3,0.92,0.96,1.08,-1.087,-1.042,1.08,-0.12,-0.059,0.111
"P52431",99000,97000,1e+05,99000,94000,96000,120000,120000,16.6,16.57,16.61,16.6,16.52,16.55,16.87,16.87,98000,99500,95000,120000,1410,707,1410,0,1.443,0.7107,1.489,0,0.76497,0.31477,0.00026,16.58,16.602,16.536,16.873,-0.441,-0.298,-0.736,1.475,1.015,0.969,1.224,1.015,-1.032,1.224,0.021,-0.045,0.292
"O35654",30000,30000,33000,32000,34000,33000,39000,38000,14.87,14.87,15.01,14.97,15.05,15.01,15.25,15.21,30000,32500,33500,38500,0,707,707,707,0,2.176,2.111,1.837,0.31948,0.02358,0.00023,14.873,14.988,15.032,15.233,-1.057,-0.288,0.004,1.341,1.083,1.117,1.283,1.083,1.117,1.283,0.115,0.16,0.36
"Q9EQ28",70000,62000,64000,66000,68000,69000,85000,84000,16.1,15.92,15.97,16.01,16.05,16.07,16.38,16.36,66000,65000,68500,84500,5660,1410,707,707,8.571,2.176,1.032,0.8368,0.94878,0.57464,0.00217,16.01,15.988,16.064,16.367,-0.552,-0.677,-0.247,1.475,0.985,1.038,1.28,-1.015,1.038,1.28,-0.022,0.054,0.356
"Q9CWP8",28000,32000,33000,29000,31000,37000,32000,35000,14.77,14.97,15.01,14.82,14.92,15.18,14.97,15.1,30000,31000,34000,33500,2830,2830,4240,2120,9.428,9.124,12.48,6.332,0.92148,0.37618,0.14452,14.873,14.92,15.053,15.032,-1.112,-0.568,0.963,0.717,1.033,1.133,1.117,1.033,1.133,1.117,0.047,0.18,0.16
"Q8BG81",55000,52000,38000,70000,56000,56000,83000,87000,15.75,15.67,15.21,16.1,15.77,15.77,16.34,16.41,53500,54000,56000,85000,2120,22600,0,2830,3.965,41.9,0,3.328,1,0.91907,0.03983,15.707,15.721,15.773,16.375,-0.58,-0.538,-0.376,1.494,1.009,1.047,1.589,1.009,1.047,1.589,0.013,0.066,0.668
"P54099",34000,37000,31000,35000,36000,35000,34000,35000,15.05,15.18,14.92,15.1,15.14,15.1,15.05,15.1,35500,33000,35500,34500,2120,2830,707,707,5.976,8.571,1.992,2.05,0.63912,1,0.30651,15.116,15.01,15.116,15.074,0.736,-1.381,0.736,-0.092,0.93,1,0.972,-1.075,1,-1.029,-0.105,0,-0.041
"Q75WC0",43000,45000,38000,44000,45000,44000,42000,43000,15.39,15.46,15.21,15.43,15.46,15.43,15.36,15.39,44000,41000,44500,42500,1410,4240,707,707,3.214,10.35,1.589,1.664,0.63912,0.92751,0.27556,15.425,15.323,15.442,15.375,0.635,-1.273,0.94,-0.302,0.932,1.011,0.966,-1.073,1.011,-1.035,-0.102,0.016,-0.05
"Q9QZM2",41000,43000,39000,39000,38000,41000,36000,35000,15.32,15.39,15.25,15.25,15.21,15.32,15.14,15.1,42000,39000,39500,35500,1410,0,2120,707,3.367,0,5.37,1.992,0.51682,0.25666,0.00375,15.358,15.251,15.27,15.116,1.092,0.026,0.209,-1.327,0.929,0.94,0.845,-1.076,-1.064,-1.183,-0.106,-0.089,-0.243
"E9QJU6",21000,21000,22000,20000,19000,18000,17000,17000,14.36,14.36,14.43,14.29,14.21,14.14,14.05,14.05,21000,21000,18500,17000,0,1410,707,0,0,6.734,3.822,0,1,0.06904,0.00254,14.358,14.358,14.175,14.053,0.816,0.816,-0.408,-1.225,1,0.881,0.81,1,-1.135,-1.235,0,-0.183,-0.304
"Q6R3M4",21000,21000,22000,21000,18000,18000,16000,17000,14.36,14.36,14.43,14.36,14.14,14.14,13.97,14.05,21000,21500,18000,16500,0,707,0,707,0,3.289,0,4.285,0.7635,0.01812,0.00059,14.358,14.392,14.136,14.01,0.735,0.922,-0.484,-1.173,1.024,0.857,0.786,1.024,-1.167,-1.272,0.034,-0.223,-0.347
"E9Q3H9",54000,53000,60000,53000,53000,49000,48000,44000,15.72,15.69,15.87,15.69,15.69,15.58,15.55,15.43,53500,56500,51000,46000,707,4950,2830,2830,1.322,8.761,5.546,6.149,0.71617,0.59385,0.02856,15.707,15.786,15.638,15.489,0.413,1.038,-0.135,-1.317,1.056,0.953,0.86,1.056,-1.049,-1.163,0.079,-0.069,-0.218
"Q9QUG2",20000,20000,11000,22000,24000,22000,29000,29000,14.29,14.29,13.43,14.43,14.55,14.43,14.82,14.82,20000,16500,23000,29000,0,7780,1410,0,0,47.14,6.149,0,0.67447,0.70933,0.09034,14.288,14.01,14.489,14.824,-0.336,-1.146,0.253,1.229,0.825,1.15,1.45,-1.212,1.15,1.45,-0.278,0.202,0.536
"Q9QXE2",23000,23000,19000,22000,20000,20000,18000,19000,14.49,14.49,14.21,14.43,14.29,14.29,14.14,14.21,23000,20500,20000,18500,0,2120,0,707,0,10.35,0,3.822,0.49365,0.11658,0.00668,14.489,14.323,14.288,14.175,1.311,0.034,-0.24,-1.105,0.891,0.87,0.804,-1.122,-1.149,-1.244,-0.167,-0.201,-0.315
"Q9JIW4",27000,26000,24000,27000,26000,26000,27000,27000,14.72,14.67,14.55,14.72,14.67,14.67,14.72,14.72,26500,25500,26000,27000,707,2120,0,0,2.668,8.319,0,0,0.71366,0.8009,0.33464,14.694,14.638,14.666,14.721,0.395,-1.169,-0.38,1.155,0.962,0.981,1.019,-1.04,-1.019,1.019,-0.056,-0.028,0.027
"P08775",180000,180000,140000,170000,170000,170000,180000,180000,17.46,17.46,17.1,17.38,17.38,17.38,17.46,17.46,180000,155000,170000,180000,0,21200,0,0,0,13.69,0,0,0.46729,0.57466,0.46318,17.458,17.242,17.375,17.458,0.732,-1.386,-0.078,0.732,0.861,0.944,1,-1.161,-1.059,1,-0.216,-0.083,0
"Q8CFI7",170000,170000,160000,160000,170000,160000,170000,170000,17.38,17.38,17.29,17.29,17.38,17.29,17.38,17.38,170000,160000,165000,170000,0,0,7070,0,0,0,4.285,0,0.46815,0.4566,0.46318,17.375,17.288,17.332,17.375,0.78,-1.311,-0.25,0.78,0.941,0.971,1,-1.063,-1.03,1,-0.088,-0.042,0
"P97760",110000,110000,120000,110000,110000,110000,110000,110000,16.75,16.75,16.87,16.75,16.75,16.75,16.75,16.75,110000,115000,110000,110000,0,7070,0,0,0,6.149,0,0,0.63912,1,0.46318,16.747,16.811,16.747,16.747,-0.5,1.5,-0.5,-0.5,1.045,1,1,1.045,1,1,0.064,0,0
"Q99M46",110000,110000,120000,110000,110000,110000,110000,110000,16.75,16.75,16.87,16.75,16.75,16.75,16.75,16.75,110000,115000,110000,110000,0,7070,0,0,0,6.149,0,0,0.63912,1,0.46318,16.747,16.811,16.747,16.747,-0.5,1.5,-0.5,-0.5,1.045,1,1,1.045,1,1,0.064,0,0
"Q9D7M8",35000,38000,41000,36000,40000,39000,41000,43000,15.1,15.21,15.32,15.14,15.29,15.25,15.32,15.39,36500,38500,39500,42000,2120,3540,707,1410,5.812,9.183,1.79,3.367,0.70789,0.35667,0.031,15.156,15.233,15.27,15.358,-1.169,-0.254,0.186,1.238,1.055,1.082,1.151,1.055,1.082,1.151,0.077,0.114,0.203
"Q80UW8",110000,110000,120000,110000,120000,120000,150000,150000,16.75,16.75,16.87,16.75,16.87,16.87,17.19,17.19,110000,115000,120000,150000,0,7070,0,0,0,6.149,0,0,0.63912,0.11429,0.00034,16.747,16.811,16.873,17.195,-0.801,-0.479,-0.17,1.449,1.045,1.091,1.364,1.045,1.091,1.364,0.064,0.126,0.448
"P62488",140000,140000,150000,130000,140000,130000,150000,150000,17.1,17.1,17.19,16.99,17.1,16.99,17.19,17.19,140000,140000,135000,150000,0,14100,7070,0,0,10.1,5.238,0,1,0.67656,0.14249,17.095,17.095,17.043,17.195,-0.185,-0.185,-1.011,1.382,1,0.964,1.071,1,-1.037,1.071,0,-0.053,0.099
"Q923G2",81000,82000,89000,78000,92000,89000,1e+05,1e+05,16.31,16.32,16.44,16.25,16.49,16.44,16.61,16.61,81500,83500,90500,1e+05,707,7780,2120,0,0.8676,9.315,2.344,0,0.87773,0.16684,0.00549,16.315,16.349,16.466,16.61,-0.903,-0.64,0.231,1.312,1.025,1.11,1.227,1.025,1.11,1.227,0.036,0.151,0.295
"P60898",55000,50000,48000,51000,50000,52000,56000,59000,15.75,15.61,15.55,15.64,15.61,15.67,15.77,15.85,52500,49500,51000,57500,3540,2120,1410,2120,6.734,4.285,2.773,3.689,0.63912,0.70783,0.05748,15.68,15.595,15.638,15.811,-0.012,-0.921,-0.46,1.393,0.943,0.971,1.095,-1.06,-1.03,1.095,-0.085,-0.042,0.131
"O08740",53000,52000,55000,48000,58000,56000,68000,68000,15.69,15.67,15.75,15.55,15.82,15.77,16.05,16.05,52500,51500,57000,68000,707,4950,1410,0,1.347,9.611,2.481,0,0.89122,0.28345,0.0027,15.68,15.652,15.799,16.053,-0.635,-0.786,0.014,1.407,0.981,1.086,1.295,-1.019,1.086,1.295,-0.028,0.119,0.373
"P62876",60000,62000,64000,60000,68000,72000,84000,87000,15.87,15.92,15.97,15.87,16.05,16.14,16.36,16.41,61000,62000,70000,85500,1410,2830,2830,2120,2.318,4.562,4.041,2.481,0.89125,0.04382,0.00035,15.897,15.92,16.095,16.384,-0.789,-0.684,0.095,1.379,1.016,1.148,1.402,1.016,1.148,1.402,0.023,0.199,0.487
"Q6P6I6",33000,28000,32000,28000,31000,30000,26000,27000,15.01,14.77,14.97,14.77,14.92,14.87,14.67,14.72,30500,30000,30500,26500,3540,2830,707,707,11.59,9.428,2.318,2.668,0.99223,1,0.06623,14.897,14.873,14.897,14.694,0.578,0.335,0.578,-1.49,0.984,1,0.869,-1.016,1,-1.151,-0.023,0,-0.203
